YardiResidentDto,YardiResidentDto.PropertyId,YardiResidentDto.UnitCode,YardiResidentDto.ResidentNum,YardiResidentDto.PrimaryResidentNumber,YardiResidentDto.FirstName,YardiResidentDto.LastName,YardiResidentDto.Email,YardiResidentDto.CellPhone,YardiResidentDto.HomePhone,YardiResidentDto.OfficePhone,YardiResidentDto.Mobile1,YardiResidentDto.Mobile2,YardiResidentDto.Status,YardiResidentDto.LeaseFromDate,YardiResidentDto.LeaseToDate,YardiResidentDto.MoveInDate,YardiResidentDto.MoveOutDate,YardiResidentDto.NoticeDate,YardiResidentDto.AvailableDate
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,U999,t0128471,t0128471,cc4,cc4,"","","","","","",Future,11/17/2024,3/15/2025,11/17/2024,"","",""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,t0118082,t0118082,GreenTea,Chi,greenteacc@mail.com,7777777777,3333333333,4444444444,"","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067157,t0118082,Lemon,Chi,lemonchi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067211,t0118082,Parrot,Chi,parrotchi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,t0118456,t0118456,Parrot,Chi,parrotchi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/16/2024,7/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067212,t0118456,Lemon,Chi,lemonchi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/16/2024,7/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067213,t0118456,GreenTea,Chi,greenteacc@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/18/2024,7/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,t0118552,t0118552,Lemon,Chi,lemonchi@mail.com,2222222222,3333333333,"","","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067229,t0118552,Parrot,Chi,parrotchi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/16/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067232,t0118552,Orange,Chi,orangechi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,101,r0067231,t0118552,Apple,Chi,applechi@mail.com,"","","","","",Past,7/12/2024,7/11/2025,7/12/2024,7/15/2024,7/15/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0112150,t0112150,SQL,QA,sqlqa@gmail.com,"","",5555551234,"","",Past,3/25/2024,3/24/2025,3/30/2024,10/4/2024,10/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0122784,t0122784,Yuna,Jum,yunajum@gmail.com,2313457893,"","","","",Past,10/14/2024,10/13/2025,10/15/2024,10/17/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0068845,t0122784,Tweety,Jum,tweetyjum@mail.com,"","","","","",Past,10/14/2024,10/13/2025,10/15/2024,10/17/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0125097,t0125097,Tweety,Jum,tweetyjum@mail.com,"","","","","",Past,10/14/2024,10/13/2025,10/15/2024,10/17/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069102,t0125097,Yuna,Jum,yunajum@gmail.com,"","","","","",Past,10/14/2024,10/13/2025,10/15/2024,10/17/2024,10/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0126398,t0126398,Ola,Jum,"",7777777777,9999999999,1111111111,"","",Past,10/26/2024,10/25/2025,10/26/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069322,t0126398,roommat01,jum,"","",1212332123,"","","",Past,10/26/2024,10/25/2025,10/26/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069323,t0126398,rommmate02,jum,roommate02@mail2.com,"","","","","",Past,10/26/2024,10/25/2025,10/26/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0127654,t0127654,roommat01,jum,"","",1212332123,"","","",Past,10/26/2024,10/25/2025,10/26/2024,11/16/2024,11/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069500,t0127654,rommmate02,jum,roommate02@mail2.com,"","","","","",Past,10/26/2024,10/25/2025,10/26/2024,11/16/2024,11/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069501,t0127654,Ola,Jum,"",6666666666,9999999999,1111111111,"","",Past,10/26/2024,10/25/2025,10/26/2024,11/1/2024,11/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0128924,t0128924,cc3,cc3,"","","","","","",Past,12/4/2024,12/3/2025,11/17/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0129085,t0129085,Deli,Jum,delijum12@gmail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/21/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069667,t0129085,Hendy,Jum,hendyjum1222@mail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/21/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,t0129088,t0129088,Hendy,Jum,hendyjum1222@mail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/22/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,102,r0069671,t0129088,Deli,Jum,delijum12@gmail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/21/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0128495,t0128495,lessen,newResident,"","","","","","",Past,4/2/2024,4/1/2025,4/2/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0118453,t0118453,GreenTea,Chi,greenteacc@mail.com,"","","","","",Past,7/15/2024,7/14/2025,6/21/2024,7/12/2024,7/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067210,t0118453,Lemon,Chi,lemonchi@mail.com,"","","","","",Past,7/15/2024,7/14/2025,6/21/2024,7/12/2024,7/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067209,t0118453,Mango,Chi,mangochi@mail.com,"","","","","",Past,7/15/2024,7/14/2025,6/21/2024,7/12/2024,7/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0118549,t0118549,Lemon,Chi,lemonchi@mail.com,123,"","","","",Past,7/15/2024,7/14/2025,7/15/2024,7/18/2024,7/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067230,t0118549,Orange,Chi,orangechi@mail.com,"","","","","",Past,7/15/2024,7/14/2025,7/15/2024,7/17/2024,7/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119373,t0119373,Coffee,Chi,"","","","","","",Past,8/1/2024,7/31/2025,8/1/2024,8/1/2024,8/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067509,t0119373,Luong,Chi,"","","","","","",Past,8/1/2024,7/31/2025,8/1/2024,8/1/2024,8/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119442,t0119442,Coffee,Chi,"","","","","","",Past,8/3/2024,8/2/2025,8/3/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119362,t0119362,Coffee,Chi,"","","","","","",Past,8/3/2024,8/2/2025,8/3/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067515,t0119362,Jasmine,Chi,jasminechi@mail.com,"","","","","",Past,8/3/2024,8/2/2025,8/3/2024,8/3/2024,8/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119553,t0119553,Berry,Chi,berrychi@mail.com,"","","","","",Past,8/4/2024,8/3/2025,8/4/2024,8/5/2024,8/5/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119555,t0119555,Berry,Chi,berrychi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067542,t0119555,Pumkin,Chi,pumkinchi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119552,t0119552,Berry,Chi,berrychi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067543,t0119552,Potato,Chi,potatochi@mail.com,"","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119856,t0119856,Cherry,Chi,"","","","","","",Past,8/5/2024,8/4/2025,8/6/2024,8/6/2024,8/6/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0119929,t0119929,Cherry,Chi,"","","","","","",Past,8/6/2024,8/5/2025,8/6/2024,8/7/2024,8/7/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0120035,t0120035,Cherry,Chi,"","","","","","",Past,8/10/2024,8/9/2025,8/10/2024,8/11/2024,8/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067702,t0120035,Bubble,Chi,bubblechi@mail.com,"","","","","",Past,8/10/2024,8/9/2025,8/10/2024,8/11/2024,8/11/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0120037,t0120037,Cherry,Chi,"","","","","","",Past,8/11/2024,8/10/2025,8/11/2024,8/12/2024,8/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067701,t0120037,Bubble,Chi,bubblechi@mail.com,"","","","","",Past,8/11/2024,8/10/2025,8/11/2024,8/12/2024,8/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0120016,t0120016,Cherry,Chi,"","","","","","",Past,8/12/2024,8/11/2025,8/12/2024,8/13/2024,8/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0120319,t0120319,Peanut,Chi,peanutchi@tmail.com,"","","","","",Past,8/13/2024,8/12/2025,8/13/2024,8/14/2024,8/14/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0067804,t0120319,Walnuts,Chi,walnuts@mail.com,"","","","","",Past,8/13/2024,8/12/2025,8/13/2024,8/14/2024,8/14/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121036,t0121036,Hazelnuts,Chi,hazelnutschi@mail.com,"","","","","",Past,8/19/2024,8/18/2025,8/19/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068136,t0121036,Cashew,Chi,cashewchi@mail.com,"","","","","",Past,8/19/2024,8/18/2025,8/19/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121040,t0121040,Spring,Chi,springchi@mail.com,"","","","","",Past,8/19/2024,8/18/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068138,t0121040,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/19/2024,8/18/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121051,t0121051,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/19/2024,8/18/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068140,t0121051,Coral,Chi,coralchi@mail.com,2673848392,"","","","",Past,8/19/2024,8/18/2025,8/20/2024,8/20/2024,8/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121043,t0121043,Bloss,Chi,blosschi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068183,t0121043,Pine,Chi,pinechi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121119,t0121119,Winter,Chi,winterchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068185,t0121119,Snow,Chi,snowchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121115,t0121115,Winter,Chi,winterchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121127,t0121127,Daisy,Chi,daisychi2@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068187,t0121127,Lily,Chi,lilychi@mail.com,"",2222,"","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068188,t0121127,Orchid,Chi,orchidchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121128,t0121128,Lily,Chi,lilychi@mail.com,"",2222,"","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068189,t0121128,Orchid,Chi,orchidchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068190,t0121128,Daisy,Chi,daisychi2@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121160,t0121160,Orchid,Chi,orchidchi@mail.com,"","","","","",Past,8/21/2024,8/20/2025,8/21/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068191,t0121160,Lily,Chi,lilychi@mail.com,"",2222,"","","",Past,8/21/2024,8/20/2025,8/21/2024,8/21/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068209,t0121160,Cactus,Chi,cactuschi@mail.com,"",9999999999,"","","",Past,8/21/2024,8/20/2025,8/21/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121129,t0121129,Orchid,Chi,orchidchi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068208,t0121129,Cactus,Chi,cactuschi@mail.com,"",9999999999,"","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121172,t0121172,Changi,Chi,changichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068212,t0121172,Mandai,Chi,mandaichi@mail.com,"","","","","",Past,8/24/2024,8/23/2025,8/24/2024,8/24/2024,8/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121175,t0121175,Pioneer,Chi,pioneerchi@mail.com,7777777777,2222222222,3333333333,"","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068250,t0121175,Florris,Chi,florrischi@mail.com,2434343434,9999999999,"","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121252,t0121252,Florris,Chi,florrischi@mail.com,"",9999999999,"","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068252,t0121252,Pioneer,Chi,pioneerchi@mail.com,6666666666,2222222222,3333333333,"","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121257,t0121257,Glory,Chi,glorychi2@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068254,t0121257,Diorlyn,Chi,diorlynchi@mail.com,"",8982292920,"","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121256,t0121256,Glory,Chi,glorychi2@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068258,t0121256,Sherlyn,Chi,sherlynchi@mail.com,"",1212121212,3333333333,"","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068259,t0121256,Berlyn,Chi,berlynchi@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/25/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121326,t0121326,Berlyn,Chi,berlynchi@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068268,t0121326,Sherlyn,Chi,sherlynchi@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068261,t0121326,Glory,Chi,glorychi2@mail.com,"","","","","",Past,8/25/2024,8/24/2025,8/25/2024,8/25/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121422,t0121422,Kitty,Gim,kittygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068304,t0121422,Ginny,Gim,ginnygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121433,t0121433,Kitty,Gim,kittygim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068310,t0121433,Ginny,Gim,ginnygim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121436,t0121436,Cheng,Gim,chenggim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/28/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068312,t0121436,Shean,Gim,sheangim@mai.com,"","","","","",Past,8/27/2024,8/26/2025,8/28/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121435,t0121435,Cheng,Gim,chenggim@mail.com,7777777777,"","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/29/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068311,t0121435,Shean,Gim,sheangim@mai.com,2673848392,"","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/29/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121558,t0121558,Andie,Gim,andiegim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068358,t0121558,Endie,Gim,endie@mail.com,2434343434,"","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121602,t0121602,Ponny,Gim,ponnygim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068366,t0121602,Monny,Gim,monnygim@mail.com,2311249839,"","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121621,t0121621,Minnie,Gim,minniegim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068383,t0121621,Winnie,Gim,winniegim@mail.com,8299387123,"","","","",Past,8/30/2024,8/29/2025,8/30/2024,8/30/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121630,t0121630,Jelly,Gim,jellygim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/30/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068385,t0121630,Kelly,Gim,kellygim@mail.com,8282829382,1212121212,3333333333,"","",Past,8/29/2024,8/28/2025,8/30/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121690,t0121690,Kim,Gim,kimgim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,9/1/2024,9/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068420,t0121690,"","",nullname@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,9/1/2024,9/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121806,t0121806,sheanlo,Gim,sheanlogim@mail.com,"","","","","",Past,9/1/2024,8/31/2025,9/1/2024,9/2/2024,9/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121827,t0121827,Betty,Gim,bettygim@mail.com,"",2222222222,"","","",Past,9/1/2024,8/31/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068444,t0121827,Grelly,Gim,grellygim@mail.com,"","","","","",Past,9/1/2024,8/31/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121833,t0121833,Black,Gim,blackgim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068447,t0121833,Meowoh,Gim,meowohgim@mail.com,"","",3333333333,"","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121835,t0121835,Jolo,Gim,jologim@mail.com,"","","","","",Past,9/1/2024,8/31/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068449,t0121835,Yalo,Gim,yalogim@mail.com,"",9999999999,"","","",Past,9/1/2024,8/31/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121839,t0121839,Yui,Gim,yuigim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068451,t0121839,Hui,Gim,huigim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121844,t0121844,Hai,Gim,haigim@maill.com,"","","","","",Past,9/2/2024,9/1/2025,9/3/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,r0068453,t0121844,Feh,Gim,fehgim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/3/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,103,t0121850,t0121850,Huou,Gim,huougim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/3/2024,""
